,date,credit_spread,industrial_production,retail_sales,real_index
0,2005-01-01,-1.555323998280816,0.1254644608642302,-1.7391548138849384,-1.0563381171005082
1,2005-02-01,-1.5496533265521335,-0.4781113281817122,0.5247615408305638,-0.5010010379677606
2,2005-03-01,-1.6450875298773804,0.3174027580930916,0.7150430609426078,-0.20421390361389366
3,2005-04-01,-1.6134612332931912,-0.1823804790049318,0.0865954490537771,-0.569748754414782
4,2005-05-01,0.0793717321035487,-0.0827919708294224,0.2073584434048286,0.06797940155965164
5,2005-06-01,0.1557332633003037,0.5190377230156444,0.2700471991648034,0.31493939516025055
6,2005-07-01,-1.2517667066224758,0.7164845208677006,0.1883433160808861,-0.11564628989129637
7,2005-08-01,-0.1665873464837284,0.8086417543335402,0.956232891746635,0.5327624331988156
8,2005-09-01,0.3609317606098277,0.6010910836098443,-0.3373815698366092,0.20821375812768758
9,2005-10-01,-0.0057580549799771,0.9905109125336976,0.5025210752046839,0.49575797758613477
10,2005-11-01,-0.5087516373475561,1.7979841763825468,1.3825005054708646,0.8905776815019517
11,2005-12-01,-0.1576474751879264,1.486495058719014,2.4257668610793903,1.2515381482034926
12,2006-01-01,-0.0163273030115373,0.9965178515934204,2.1690960952257967,1.04976221460256
13,2006-02-01,-0.3443002130774777,1.104308038966737,-0.4083447396306018,0.11722102875288583
14,2006-03-01,-0.3300797126986828,0.745282435882608,0.3508258977208706,0.2553428736349319
15,2006-04-01,-1.0260198784474663,1.2666030905761445,0.6322771123374482,0.2909534414887088
16,2006-05-01,-0.5445617831888928,1.3556126344090982,0.8166140731307443,0.5425549747836499
17,2006-06-01,-0.9987218568945276,0.4623543110800926,0.7140522108289096,0.05922822167149152
18,2006-07-01,0.0857354766209849,-0.3002567146631641,-0.8761972814249713,-0.3635728398223835
19,2006-08-01,-0.8889784226952993,1.139168681494496,0.4610206871892408,0.23707031532947917
20,2006-09-01,-0.1364117347870601,1.1788446889790265,0.7701097721939822,0.6041809087953162
21,2006-10-01,-0.1994400992600661,1.7412375193939444,0.4122775476169509,0.6513583225836098
22,2006-11-01,-0.8302623545786965,0.8515493709295497,0.1287183259387912,0.05000178076321483
23,2006-12-01,-1.1709074571609797,0.7902761771571128,-0.1988043947608662,-0.19314522492157768
24,2007-01-01,0.7555773645063726,0.4047280037287489,-0.6093171510155055,0.1836627390732053
25,2007-02-01,0.2681029979954973,1.4330111541656454,2.1338538060765244,1.278322652745889
26,2007-03-01,-0.8320451030450258,0.5801474923045826,1.0456168329533269,0.26457307407096126
27,2007-04-01,1.994701676603457,0.6103790459888849,0.365771978997702,0.9902842338633481
28,2007-05-01,0.6176014983872476,0.692130742053307,0.8196761778764701,0.7098028061056749
29,2007-06-01,-0.7106497828410488,1.3453052464399422,0.4007448307980221,0.34513343146563846
30,2007-07-01,1.2570553796674822,2.441056667832872,1.770347370477585,1.8228198059926461
31,2007-08-01,0.2512099929735785,1.4927761041834813,0.9327411192471098,0.8922424054680566
32,2007-09-01,-0.9657989378688664,0.7143501113255846,1.1337026365673613,0.29408460334135983
33,2007-10-01,2.051395770898556,0.8850707182045459,1.162311442587131,1.3662593105634109
34,2007-11-01,0.8585594109321878,0.976013044287095,0.496362859744233,0.776978438321172
35,2007-12-01,1.6421510220202484,1.6452017868811033,-0.5051665478287899,0.9273954203575205
36,2008-01-01,1.157876597406463,1.7983654030105924,0.7713504092798515,1.2425308032323024
37,2008-02-01,1.5817279183576043,0.869156587182063,0.2723660422008231,0.9077501825801635
38,2008-03-01,3.0538636711975853,1.321447368698504,0.5633204365136187,1.6462104921365694
39,2008-04-01,1.3535432132558385,1.215954298864774,1.0790609740736157,1.2161861620647427
40,2008-05-01,0.8567958889158498,0.91298049934513,0.2465739902336926,0.6721167928315576
41,2008-06-01,2.336104125574013,0.2430081667152654,-0.8999956922642757,0.5597055333416675
42,2008-07-01,1.9359709205323947,0.268965800977308,0.4625057264368921,0.8891474826488649
43,2008-08-01,0.5110942190955167,-0.3328639436030183,-0.0179424964254747,0.05342925968900789
44,2008-09-01,3.618759224801958,-0.0260660065850683,-1.2086013690273278,0.7946972830631873
45,2008-10-01,0.2101040702762786,-1.1318572166256595,-1.645665673842487,-0.8558062733972894
46,2008-11-01,-0.4064711371432828,-2.513717436905601,-2.003971815559932,-1.6413867965362716
47,2008-12-01,0.9090844708397622,-4.043441063030528,-2.0736313927178998,-1.7359959949695554
48,2009-01-01,-1.822003750484109,-3.512284892634112,-1.537846989401442,-2.290711877506554
49,2009-02-01,-1.0307477026293024,-2.366298266630484,-2.3497769786476246,-1.9156076493024703
50,2009-03-01,0.025833117244411,-2.3303194587027423,-2.1102339971477764,-1.4715734462020358
51,2009-04-01,-1.0157998250619902,-1.4225614488355531,-1.9297129581040169,-1.45602474400052
52,2009-05-01,-1.501010205444494,-1.6357659259358226,-0.1967996944421028,-1.1111919419408065
53,2009-06-01,-0.1062072342965634,-0.1240667070081557,1.389621338869006,0.386449132521429
54,2009-07-01,-1.4462614654637898,-0.629556843382656,-0.3713171800259729,-0.8157118296241395
55,2009-08-01,-0.3566640677094169,-0.5475147924656687,-0.6096871536379779,-0.5046220046043545
56,2009-09-01,-0.8225168107997227,0.7640249914682052,1.165965492498939,0.36915789105580715
57,2009-10-01,-1.3454118096721135,0.2416004428771478,2.0005658170962244,0.2989181501004196
58,2009-11-01,1.1370030149772743,1.787645897448456,1.945091967636528,1.6232469600207526
59,2009-12-01,0.0282934643897038,3.6394935580946166,2.709625278135289,2.1258041002065364
60,2010-01-01,-0.276531650621467,2.613432295950236,0.972319682785902,1.1030734427048905
61,2010-02-01,-0.208857399238521,2.425945087424798,2.450665234396676,1.5559176408609845
62,2010-03-01,0.4962882519301727,2.713467397143804,1.6683226140167613,1.6260260876969126
63,2010-04-01,-0.1031986501213209,1.359883199624162,1.4276450388688011,0.894776529457214
64,2010-05-01,0.6008050026554353,2.163943595675654,0.4561095116340152,1.073619369988368
65,2010-06-01,-0.6968901825585344,1.3660987049404878,0.4792047746800849,0.38280443235401274
66,2010-07-01,-0.2495278753696123,1.093595431621426,1.865766332963126,0.9032779630716465
67,2010-08-01,1.1279533316001786,0.771321181494426,1.8491466340695624,1.249473715721389
68,2010-09-01,-0.6610667864487124,-0.2442335958705447,0.7677707016661262,-0.045843226884376996
69,2010-10-01,0.0086749484912471,0.5976392391965838,0.5280469435597582,0.37812037708252966
70,2010-11-01,0.7888187805693684,0.5923146857306619,1.1354048244582513,0.8388460969194272
71,2010-12-01,-0.2124912843506156,0.6150453507447929,0.4005410766269141,0.26769838100703053
72,2011-01-01,2.450198508274436,1.5742009664446877,2.230438188726839,2.0849458878153206
73,2011-02-01,0.8564181920550613,-0.6834094033277476,-0.9287765017781272,-0.2519225710169378
74,2011-03-01,-0.7489527987303917,0.3498071573181469,0.8251226799560923,0.1419923461812825
75,2011-04-01,0.749438520309109,0.1668079931367844,1.0313526290207655,0.6491997141555529
76,2011-05-01,2.002029311168146,-0.2268334350484033,1.1352707960712063,0.970155557396983
