"날짜","종가","시가","고가","저가","거래량","변동 %"
"1993- 09- 01","718.87","718.87","718.87","718.87","484.50M","8.12%"
"1993- 08- 01","664.88","664.88","664.88","664.88","495.77M","-8.91%"
"1993- 07- 01","729.94","729.94","729.94","729.94","610.83M","-2.53%"
"1993- 06- 01","748.87","748.87","748.87","748.87","1.30B","-0.46%"
"1993- 05- 01","752.31","752.31","752.31","752.31","899.78M","4.26%"
"1993- 04- 01","721.57","721.57","721.57","721.57","1.21B","8.22%"
"1993- 03- 01","666.75","666.75","666.75","666.75","679.79M","3.70%"
"1993- 02- 01","642.96","642.96","642.96","642.96","681.91M","-4.12%"
"1993- 01- 01","670.56","670.56","670.56","670.56","1.04B","-1.16%"
"1992- 12- 01","678.44","678.44","678.44","678.44","811.37M","2.27%"
"1992- 11- 01","663.36","663.36","663.36","663.36","1.14B","7.76%"
"1992- 10- 01","615.58","615.58","615.58","615.58","710.99M","19.80%"
"1992- 09- 01","513.82","513.82","513.82","513.82","515.38M","-8.70%"
"1992- 08- 01","562.80","562.80","562.80","562.80","392.90M","10.36%"
"1992- 07- 01","509.95","509.95","509.95","509.95","275.02M","-7.62%"
"1992- 06- 01","552.03","552.03","552.03","552.03","418.19M","-3.86%"
"1992- 05- 01","574.20","574.20","574.20","574.20","544.54M","-6.78%"
"1992- 04- 01","615.97","615.97","615.97","615.97","646.09M","1.59%"
"1992- 03- 01","606.32","606.32","606.32","606.32","487.08M","-1.01%"
"1992- 02- 01","612.50","612.50","612.50","612.50","483.32M","-9.99%"
"1992- 01- 01","680.51","680.51","680.51","680.51","636.05M","11.39%"
"1991- 12- 01","610.92","610.92","610.92","610.92","307.50M","-6.32%"
"1991- 11- 01","652.11","652.11","652.11","652.11","308.28M","-6.30%"
"1991- 10- 01","695.94","695.94","695.94","695.94","496.97M","-1.30%"
"1991- 09- 01","705.08","705.08","705.08","705.08","274.26M","3.22%"
"1991- 08- 01","683.11","683.11","683.11","683.11","721.18M","-4.73%"
"1991- 07- 01","717.03","717.03","717.03","717.03","628.45M","18.46%"
"1991- 06- 01","605.27","605.27","605.27","605.27","140.52M","-0.99%"
"1991- 05- 01","611.35","611.35","611.35","611.35","167.45M","-5.31%"
"1991- 04- 01","645.61","645.61","645.61","645.61","179.11M","-2.16%"
"1991- 03- 01","659.85","659.85","659.85","659.85","300.52M","-2.33%"
"1991- 02- 01","675.57","675.57","675.57","675.57","292.34M","6.32%"
"1991- 01- 01","635.40","635.40","635.40","635.40","277.77M","-8.72%"
"1990- 12- 01","696.11","696.11","696.11","696.11","336.43M","-0.13%"
"1990- 11- 01","697.03","697.03","697.03","697.03","363.81M","1.00%"
"1990- 10- 01","690.16","690.16","690.16","690.16","383.26M","14.48%"
"1990- 09- 01","602.88","602.88","602.88","602.88","196.84M","-0.66%"
"1990- 08- 01","606.87","606.87","606.87","606.87","237.37M","-10.54%"
"1990- 07- 01","678.38","678.38","678.38","678.38","147.24M","-4.02%"
"1990- 06- 01","706.79","706.79","706.79","706.79","200.66M","-11.42%"
"1990- 05- 01","797.95","797.95","797.95","797.95","251.58M","15.87%"
"1990- 04- 01","688.66","688.66","688.66","688.66","216.81M","-18.10%"
"1990- 03- 01","840.89","840.89","840.89","840.89","272.48M","-2.40%"
"1990- 02- 01","861.59","861.59","861.59","861.59","238.84M","-3.86%"
"1990- 01- 01","896.16","896.16","896.16","896.16","316.71M","-1.49%"
"1989- 12- 01","909.72","909.72","909.72","909.72","352.57M","0.37%"
"1989- 11- 01","906.33","906.33","906.33","906.33","227.40M","1.38%"
"1989- 10- 01","894.02","894.02","894.02","894.02","155.51M","-5.13%"
"1989- 09- 01","942.41","942.41","942.41","942.41","283.60M","-3.37%"
"1989- 08- 01","975.28","975.28","975.28","975.28","399.11M","8.89%"
"1989- 07- 01","895.66","895.66","895.66","895.66","236.72M","4.80%"
"1989- 06- 01","854.61","854.61","854.61","854.61","202.20M","-8.38%"
"1989- 05- 01","932.76","932.76","932.76","932.76","181.40M","-0.83%"
"1989- 04- 01","940.54","940.54","940.54","940.54","329.96M","-6.26%"
"1989- 03- 01","1,003.31","1,003.31","1,003.31","1,003.31","481.96M","9.30%"
"1989- 02- 01","917.90","917.90","917.90","917.90","282.38M","3.80%"
"1989- 01- 01","884.29","884.29","884.29","884.29","264.65M","-2.53%"
"1988- 12- 01","907.20","907.20","907.20","907.20","404.52M","9.15%"
"1988- 11- 01","831.12","831.12","831.12","831.12","383.40M","13.88%"
"1988- 10- 01","729.79","729.79","729.79","729.79","250.40M","7.71%"
"1988- 09- 01","677.54","677.54","677.54","677.54","145.91M","1.97%"
"1988- 08- 01","664.43","664.43","664.43","664.43","237.15M","-7.86%"
"1988- 07- 01","721.08","721.08","721.08","721.08","213.56M","2.60%"
"1988- 06- 01","702.83","702.83","702.83","702.83","244.01M","-2.02%"
"1988- 05- 01","717.35","717.35","717.35","717.35","266.47M","10.84%"
"1988- 04- 01","647.18","647.18","647.18","647.18","154.34M","-1.42%"
"1988- 03- 01","656.47","656.47","656.47","656.47","166.64M","7.21%"
"1988- 02- 01","612.35","612.35","612.35","612.35","240.86M","-3.35%"
"1988- 01- 01","633.58","633.58","633.58","633.58","330.05M","20.66%"
"1987- 12- 01","525.11","525.11","525.11","525.11","173.64M","10.41%"
"1987- 11- 01","475.59","475.59","475.59","475.59","111.94M","-6.57%"
"1987- 10- 01","509.05","509.05","509.05","509.05","100.95M","4.88%"
"1987- 09- 01","485.35","485.35","485.35","485.35","125.24M","2.39%"
"1987- 08- 01","474.01","474.01","474.01","474.01","175.50M","-2.36%"
"1987- 07- 01","485.48","485.48","485.48","485.48","206.14M","17.90%"
"1987- 06- 01","411.76","411.76","411.76","411.76","119.48M","6.13%"
"1987- 05- 01","387.99","387.99","387.99","387.99","133.55M","8.19%"
"1987- 04- 01","358.63","358.63","358.63","358.63","116.84M","-11.48%"
"1987- 03- 01","405.13","405.13","405.13","405.13","202.07M","20.94%"
"1987- 02- 01","334.98","334.98","334.98","334.98","117.05M","7.98%"
"1987- 01- 01","310.22","310.22","310.22","310.22","78.88M","13.80%"
"1986- 12- 01","272.61","272.61","272.61","272.61","74.44M","1.35%"
"1986- 11- 01","268.98","268.98","268.98","268.98","68.62M","11.71%"
"1986- 10- 01","240.79","240.79","240.79","240.79","37.52M","-5.00%"
"1986- 09- 01","253.45","253.45","253.45","253.45","46.98M","-4.23%"
"1986- 08- 01","264.64","264.64","264.64","264.64","66.42M","-3.33%"
"1986- 07- 01","273.75","273.75","273.75","273.75","110.12M","12.49%"
"1986- 06- 01","243.36","243.36","243.36","243.36","110.78M","5.32%"
"1986- 05- 01","231.06","231.06","231.06","231.06","87.10M","13.87%"
"1986- 04- 01","202.91","202.91","202.91","202.91","138.60M","1.58%"
"1986- 03- 01","199.76","199.76","199.76","199.76","134.23M","13.56%"
"1986- 02- 01","175.91","175.91","175.91","175.91","100.69M","9.66%"
"1986- 01- 01","160.42","160.42","160.42","160.42","60.78M","-1.81%"
"1985- 12- 01","163.37","163.37","163.37","163.37","89.77M","8.80%"
"1985- 11- 01","150.16","150.16","150.16","150.16","70.30M","6.58%"
"1985- 10- 01","140.89","140.89","140.89","140.89","66.31M","1.43%"
"1985- 09- 01","138.91","138.91","138.91","138.91","41.43M","1.77%"
"1985- 08- 01","136.49","136.49","136.49","136.49","51.29M","-0.65%"
"1985- 07- 01","137.38","137.38","137.38","137.38","33.40M","0.59%"
"1985- 06- 01","136.58","136.58","136.58","136.58","43.30M","1.86%"
"1985- 05- 01","134.09","134.09","134.09","134.09","26.78M","-0.04%"
"1985- 04- 01","134.15","134.15","134.15","134.15","44.28M","-1.69%"
"1985- 03- 01","136.46","136.46","136.46","136.46","38.93M","1.13%"
"1985- 02- 01","134.93","134.93","134.93","134.93","27.64M","-2.86%"
"1985- 01- 01","138.90","138.90","138.90","138.90","47.05M","-2.50%"
"1984- 12- 01","142.46","142.46","142.46","142.46","48.79M","5.11%"
"1984- 11- 01","135.54","135.54","135.54","135.54","33.77M","4.41%"
"1984- 10- 01","129.82","129.82","129.82","129.82","21.18M","-3.22%"
"1984- 09- 01","134.14","134.14","134.14","134.14","25.12M","-1.45%"
"1984- 08- 01","136.11","136.11","136.11","136.11","37.05M","1.17%"
"1984- 07- 01","134.54","134.54","134.54","134.54","48.16M","3.27%"
"1984- 06- 01","130.28","130.28","130.28","130.28","29.32M","-0.15%"
"1984- 05- 01","130.48","130.48","130.48","130.48","31.19M","-3.78%"
"1984- 04- 01","135.60","135.60","135.60","135.60","42.90M","1.69%"
"1984- 03- 01","133.35","133.35","133.35","133.35","34.83M","2.85%"
"1984- 02- 01","129.66","129.66","129.66","129.66","65.69M","4.50%"
"1984- 01- 01","124.08","124.08","124.08","124.08","32.47M","2.37%"
"1983- 12- 01","121.21","121.21","121.21","121.21","23.70M","3.04%"
"1983- 11- 01","117.63","117.63","117.63","117.63","23.76M","-3.12%"
"1983- 10- 01","121.42","121.42","121.42","121.42","21.50M","3.15%"
"1983- 09- 01","117.71","117.71","117.71","117.71","21.42M","-0.93%"
"1983- 08- 01","118.82","118.82","118.82","118.82","14.56M","-4.97%"
"1983- 07- 01","125.04","125.04","125.04","125.04","14.98M","2.12%"
"1983- 06- 01","122.44","122.44","122.44","122.44","17.58M","-2.64%"
"1983- 05- 01","125.76","125.76","125.76","125.76","31.20M","-4.32%"
"1983- 04- 01","131.44","131.44","131.44","131.44","45.33M","9.72%"
"1983- 03- 01","119.80","119.80","119.80","119.80","23.40M","-3.00%"
"1983- 02- 01","123.50","123.50","123.50","123.50","25.50M","4.42%"
"1983- 01- 01","118.27","118.27","118.27","118.27","27.80M","-8.31%"
"1982- 12- 01","128.99","128.99","128.99","128.99","33.80M","4.31%"
"1982- 11- 01","123.66","123.66","123.66","123.66","25.99M","1.44%"
"1982- 10- 01","121.91","121.91","121.91","121.91","24.90M","1.84%"
"1982- 09- 01","119.71","119.71","119.71","119.71","25.18M","-1.83%"
"1982- 08- 01","121.94","121.94","121.94","121.94","26.04M","-2.51%"
"1982- 07- 01","125.08","125.08","125.08","125.08","29.70M","1.16%"
"1982- 06- 01","123.64","123.64","123.64","123.64","25.04M","7.92%"
"1982- 05- 01","114.57","114.57","114.57","114.57","26.13M","-5.63%"
"1982- 04- 01","121.40","121.40","121.40","121.40","12.92M","-5.03%"
"1982- 03- 01","127.83","127.83","127.83","127.83","28.83M","-0.74%"
"1982- 02- 01","128.78","128.78","128.78","128.78","30.10M","2.49%"
"1982- 01- 01","125.65","125.65","125.65","125.65","22.79M","-4.30%"
"1981- 12- 01","131.30","131.30","131.30","131.30","18.07M","-0.83%"
"1981- 11- 01","132.40","132.40","132.40","132.40","20.69M","7.64%"
"1981- 10- 01","123.00","123.00","123.00","123.00","13.60M","-7.03%"
"1981- 09- 01","132.30","132.30","132.30","132.30","19.31M","-5.57%"
"1981- 08- 01","140.10","140.10","140.10","140.10","20.63M","-5.40%"
"1981- 07- 01","148.10","148.10","148.10","148.10","41.03M","-1.79%"
"1981- 06- 01","150.80","150.80","150.80","150.80","57.85M","19.40%"
"1981- 05- 01","126.30","126.30","126.30","126.30","34.75M","3.19%"
