,date,credit_spread,industrial_production,retail_sales,real_index
0,2005-01-01,0.9119414951286,0.1254644608642302,-1.7391548138849384,-0.2339162859640361
1,2005-02-01,0.2942648356677595,-0.4781113281817122,0.5247615408305638,0.11363834943887037
2,2005-03-01,0.5552021791579508,0.3174027580930916,0.7150430609426078,0.5292159993978834
3,2005-04-01,0.5149347392582734,-0.1823804790049318,0.0865954490537771,0.13971656976903954
4,2005-05-01,1.3297879386842713,-0.0827919708294224,0.2073584434048286,0.4847848037532258
5,2005-06-01,0.7021489355430248,0.5190377230156444,0.2700471991648034,0.4970779525744909
6,2005-07-01,0.1189727089614974,0.7164845208677006,0.1883433160808861,0.3412668486366947
7,2005-08-01,1.736594866458851,0.8086417543335402,0.956232891746635,1.1671565041796754
8,2005-09-01,1.803999981544958,0.6010910836098443,-0.3373815698366092,0.6892364984393978
9,2005-10-01,1.5727634199383698,0.9905109125336976,0.5025210752046839,1.0219318025589172
10,2005-11-01,1.0928793751608246,1.7979841763825468,1.3825005054708646,1.424454685671412
11,2005-12-01,1.2268410795765654,1.486495058719014,2.4257668610793903,1.71303433312499
12,2006-01-01,1.7959510995853856,0.9965178515934204,2.1690960952257967,1.653855015468201
13,2006-02-01,1.86836916573048,1.104308038966737,-0.4083447396306018,0.8547774883555385
14,2006-03-01,0.9581481518431608,0.745282435882608,0.3508258977208706,0.6847521618155464
15,2006-04-01,0.2786113448062663,1.2666030905761445,0.6322771123374482,0.7258305159066197
16,2006-05-01,1.225000424649373,1.3556126344090982,0.8166140731307443,1.132409044063072
17,2006-06-01,1.2175982445349898,0.4623543110800926,0.7140522108289096,0.798001588814664
18,2006-07-01,1.448424902210311,-0.3002567146631641,-0.8761972814249713,0.09065696870739189
19,2006-08-01,0.6465876322418865,1.139168681494496,0.4610206871892408,0.7489256669752077
20,2006-09-01,0.817005844916579,1.1788446889790265,0.7701097721939822,0.9219867686965292
21,2006-10-01,0.998802319353471,1.7412375193939444,0.4122775476169509,1.0507724621214554
22,2006-11-01,0.2378750136813677,0.8515493709295497,0.1287183259387912,0.40604757018323623
23,2006-12-01,-0.2128764172747269,0.7902761771571128,-0.1988043947608662,0.12619845504050656
24,2007-01-01,0.8756371542513417,0.4047280037287489,-0.6093171510155055,0.223682668988195
25,2007-02-01,-0.6569023677672415,1.4330111541656454,2.1338538060765244,0.9699875308249761
26,2007-03-01,-1.0007552922131018,0.5801474923045826,1.0456168329533269,0.20833634434826923
27,2007-04-01,0.4845398796642694,0.6103790459888849,0.365771978997702,0.48689696821695216
28,2007-05-01,-0.3821703117602651,0.692130742053307,0.8196761778764701,0.376545536056504
29,2007-06-01,-1.0102091310849384,1.3453052464399422,0.4007448307980221,0.245280315384342
30,2007-07-01,0.5667914284673812,2.441056667832872,1.770347370477585,1.5927318222592792
31,2007-08-01,-0.5054879850651377,1.4927761041834813,0.9327411192471098,0.6400097461218178
32,2007-09-01,-1.284327921994158,0.7143501113255846,1.1337026365673613,0.18790827529959597
33,2007-10-01,0.9196736897914934,0.8850707182045459,1.162311442587131,0.9890186168610567
34,2007-11-01,0.3086233836482769,0.976013044287095,0.496362859744233,0.593666429226535
35,2007-12-01,0.9163442400456808,1.6452017868811033,-0.5051665478287899,0.6854598263659981
36,2008-01-01,0.0592732095969354,1.7983654030105924,0.7713504092798515,0.8763296739624599
37,2008-02-01,1.2240214260816131,0.869156587182063,0.2723660422008231,0.7885146851548331
38,2008-03-01,1.4157506858068143,1.321447368698504,0.5633204365136187,1.1001728303396456
39,2008-04-01,2.170790340267347,1.215954298864774,1.0790609740736157,1.4886018710685789
